99, 30.89581
98, 30.701
97, 57.93711
96, 30.69022
95, 76.62585
94, 5.264347
93, 30.69801
92, 22.178
91, 4.61095
90, 77.89538
89, 40.33125
88, 40.51081
87, 41.60066
86, 33.10946
85, 6.460903
84, 1.839681
83, 65.67788
82, 1.256446
81, 1.063774
80, 82.32836
79, 11.67432
78, 23.31942
77, 2.173075
76, 9.952198
75, 0.505951
74, 38.09397
73, 26.33022
72, 38.67453
70, 41.45264
69, 34.48434
68, 32.03884
67, 30.73537
66, 32.1801
65, 17.6209
63, 36.62433
62, 15.88445
61, 17.95249
60, 13.79444
58, 49.69572
57, 30.73719
56, 40.45823
55, 71.10968
54, 9.886168
53, 50.6166
51, 32.93832
50, 30.67612
48, 30.72392
47, 47.67657
46, 30.74769
45, 16.01828
44, 30.73844
43, 53.21972
42, 30.70464
41, 39.04987
40, 2.183861
39, 30.78572
38, 9.376846
37, 30.69015
36, 40.21526
35, 30.67
34, 31.28465
33, 30.67922
32, 30.83241
31, 35.17972
30, 78.38835
29, 30.67639
28, 30.68152
27, 18.82119
26, 34.18965
25, 1.195536
24, 4.64155
23, 16.6555
22, 4.616197
21, 43.83128
20, 64.13524
19, 29.3239
18, 32.57571
17, 21.90537
15, 10.84492
14, 16.7841
13, 30.71144
12, 42.89734
11, 30.67872
10, 9.470732
9, 13.20104
8, 12.79107
7, 9.178588
6, 2.292677
5, 31.6365
4, 78.27949
3, 48.95123
2, 36.98884
1, 30.68555
0, 15.98846
/n
99, 30.67504
97, 31.22149
97, 30.67
96, 30.684
94, 29.53051
93, 10.13253
92, 0.2161288
91, 21.83165
91, 41.09531
89, 32.02986
88, 6.524827
88, 30.69062
87, 30.67012
85, 81.47318
85, 30.67053
84, 30.67121
82, 6.869388
81, 71.70068
80, 17.59429
79, 0.3161089
78, 33.50471
77, 26.42157
77, 14.26977
76, 30.68717
74, 20.56293
73, 0.3509885
72, 33.42986
72, 30.68017
70, 13.64324
69, 17.06801
68, 11.58286
67, 1.951065
66, 6.295674
66, 30.67007
64, 0.2106643
63, 6.440447
62, 45.11924
61, 31.63169
61, 30.67084
60, 31.83934
58, 2.295763
58, 30.67479
55, 10.27827
55, 4.705857
54, 31.11146
52, 43.77128
51, 25.19111
51, 30.59926
50, 30.6796
48, 53.38634
47, 3.64221
47, 33.7162
44, 5.786066
42, 39.59408
40, 9.861612
39, 0.9960011
38, 4.870706
37, 20.47188
37, 40.90743
36, 39.46853
34, 3.999784
32, 5.481056
31, 56.55482
31, 30.62883
30, 12.78053
29, 1.204887
28, 30.67988
27, 1.396448
26, 39.5359
25, 33.9839
23, 30.32908
22, 76.50957
22, 30.67003
20, 20.08078
19, 32.12654
18, 62.94275
17, 0.8189695
16, 10.14263
16, 30.66102
15, 30.67375
13, 3.468362
12, 28.06692
12, 47.36577
10, 23.56423
10, 38.61
7, 45.29451
6, 38.16452
5, 29.79147
4, 2.1969
3, 8.35354
3, 30.82626
2, 7.777399
0, 20.66327
0, 6.812092
/n
