98, 32.25092
97, 30.69505
96, 42.17619
94, 31.7795
94, 45.78985
92, 19.13884
91, 46.90649
89, 12.77667
89, 30.84362
87, 15.48928
87, 40.24284
86, 13.07602
84, 11.43743
83, 30.76224
81, 53.89321
80, 44.66489
79, 20.95935
79, 30.74121
76, 85.25715
75, 8.044155
75, 46.94462
73, 11.42451
72, 61.10629
71, 11.5515
70, 20.4285
69, 30.91652
66, 48.76037
64, 7.162762
64, 50.07936
62, 25.15139
61, 14.55613
60, 96.19887
59, 31.00612
57, 33.94923
55, 35.32812
54, 31.14071
53, 17.44469
53, 31.58824
51, 34.16848
47, 36.29444
46, 26.98755
45, 30.67219
44, 15.33947
44, 41.5673
42, 75.93192
42, 39.94022
41, 52.41278
39, 14.71276
37, 33.87293
36, 17.12931
36, 30.64213
34, 49.0452
33, 30.80005
32, 30.75852
31, 43.2326
30, 4.731942
29, 39.77246
28, 34.60282
27, 30.67027
25, 4.177104
24, 22.11793
23, 5.307089
22, 37.45161
21, 36.82854
20, 17.37577
20, 48.95226
18, 11.62166
17, 54.1847
17, 50.67048
15, 9.393345
15, 47.39998
13, 45.10785
11, 30.72647
10, 43.87865
9, 30.8301
8, 35.3992
8, 48.48034
6, 13.70531
5, 18.75011
4, 16.8954
3, 33.18635
2, 12.24623
1, 9.149344
0, 64.64112
/n
98, 45.61312
97, 31.06342
96, 9.67475
93, 36.41477
92, 7.634222
91, 38.94374
90, 43.47087
89, 39.25892
88, 31.10382
87, 31.57798
87, 46.84455
85, 37.85924
85, 30.99464
83, 40.66198
82, 6.23361
82, 45.9292
80, 8.678941
79, 11.81804
78, 30.72158
77, 39.68785
76, 45.51475
75, 22.04262
74, 65.5066
73, 30.70499
72, 32.02257
72, 44.66031
71, 44.78495
69, 30.4873
68, 12.89452
68, 31.84208
66, 12.07986
65, 11.14226
64, 30.67189
63, 10.88183
62, 29.48102
62, 46.61149
61, 48.88461
59, 7.167068
58, 1.411227
57, 30.6782
56, 28.86427
56, 37.28873
55, 30.67115
54, 30.6853
53, 34.78187
52, 36.38995
50, 9.823357
50, 30.70254
48, 6.491576
47, 36.26505
47, 30.86909
45, 14.06072
44, 60.01458
43, 42.73449
41, 22.35063
40, 18.63033
39, 48.07209
38, 23.20964
37, 16.97058
36, 14.11924
35, 30.45657
34, 38.44611
34, 46.66076
32, 38.43628
31, 41.2506
30, 43.90411
29, 82.98129
28, 33.68684
27, 13.28177
26, 66.94389
25, 32.10801
25, 52.18202
22, 34.59358
21, 64.3644
20, 7.34986
20, 51.20235
19, 52.36248
17, 14.76035
16, 30.71647
15, 30.74572
14, 20.48158
13, 13.56301
12, 30.73786
11, 31.08212
10, 16.69086
9, 4.364572
8, 12.50827
7, 84.63177
6, 45.27476
5, 34.58381
3, 14.94013
3, 54.17573
1, 20.31712
0, 21.14081
/n
99, 27.66525
97, 30.74211
96, 30.67981
94, 91.71255
94, 30.67282
93, 11.24826
92, 32.64674
90, 1.295275
89, 75.03006
89, 30.67056
88, 30.67021
87, 47.41304
85, 21.16964
85, 37.55814
83, 28.53591
83, 30.68655
82, 30.72677
80, 15.21556
80, 30.6765
79, 28.77273
77, 30.69959
75, 62.44741
75, 35.8916
73, 77.60847
73, 37.075
72, 30.69587
71, 30.92646
70, 38.66561
69, 2.109603
67, 30.86379
67, 33.61298
66, 35.88625
64, 48.09187
64, 30.68943
62, 93.66436
62, 30.67534
61, 13.80339
59, 8.128997
58, 2.691568
58, 30.90006
56, 49.53016
56, 30.6701
54, 10.23662
54, 30.68491
52, 4.401711
52, 31.26096
50, 41.82759
49, 41.56825
47, 1.564556
46, 31.8864
44, 30.67529
43, 30.68407
42, 1.078694
41, 30.67538
40, 30.67068
38, 10.85985
37, 17.12373
37, 30.84978
36, 32.23281
34, 39.58625
34, 30.74302
33, 30.67379
31, 38.7048
31, 30.86885
30, 31.88037
28, 16.20064
28, 30.67037
27, 30.70248
25, 57.28928
24, 10.40636
24, 33.45554
22, 37.97003
22, 30.68877
20, 41.5882
18, 13.3023
18, 30.67
17, 30.6581
15, 39.20094
13, 52.35935
13, 38.48671
11, 14.3438
10, 1.645221
10, 30.71819
9, 30.70704
8, 30.74442
7, 40.26983
6, 14.43686
5, 0.1608916
3, 65.266
3, 40.75999
2, 6.572358
1, 38.99878
0, 30.58219
/n
98, 54.13309
98, 1.473349
97, 8.61313
95, 2.377583
95, 0.166451
94, 6.748582
93, 30.70444
91, 4.03632
91, 30.67983
89, 4.654947
87, 58.07883
86, 30.81202
85, 31.9344
85, 30.67112
84, 30.68005
83, 30.69026
81, 6.0294
81, 1.821662
80, 30.69424
78, 26.96698
78, 30.84691
77, 30.67019
76, 1.12864
74, 44.23094
74, 42.12043
72, 10.11749
71, 40.54666
70, 2.049085
69, 27.21619
69, 30.69058
68, 30.68506
66, 2.218255
65, 5.039769
64, 19.09606
64, 30.67416
63, 30.90832
62, 43.2893
61, 1.210818
59, 6.069029
59, 8.979639
57, 10.40352
57, 1.261616
56, 4.580945
55, 30.67286
54, 1.84184
53, 31.47112
52, 30.67018
49, 12.45688
49, 0.8806745
48, 30.69784
47, 30.69763
46, 30.85124
45, 0.9036179
44, 30.68855
43, 0.9622798
42, 30.67303
41, 47.10389
40, 30.67407
38, 30.56763
38, 30.6845
36, 8.163647
36, 11.16395
35, 0.8031328
34, 0.2634597
33, 30.67371
31, 25.33341
31, 30.69285
29, 32.77945
28, 30.06029
27, 5.413838
27, 36.28514
25, 14.66435
25, 13.97824
24, 30.70389
23, 45.32317
22, 1.288113
21, 30.63996
19, 30.84877
17, 61.63894
17, 36.23165
16, 30.6715
14, 4.815365
14, 13.10919
13, 30.68014
12, 0.1126654
11, 1.782061
10, 11.89993
9, 30.68184
7, 66.05351
7, 32.64249
5, 37.00834
5, 30.6746
3, 2.484912
3, 30.75374
2, 30.67206
1, 30.67008
/n
