98, 1.581498
97, 65.28706
95, 30.56235
94, 32.25327
92, 59.22101
91, 82.46514
88, 15.23445
86, 2.127201
85, 30.68048
83, 48.79428
82, 30.68195
80, 1.663185
78, 1.369842
75, 11.88948
74, 19.313
74, 2.208403
71, 27.004
70, 46.0322
69, 13.05243
69, 30.67028
68, 30.70403
66, 34.73051
66, 2.24681
64, 30.88235
64, 30.70451
62, 88.26095
62, 30.706
60, 0.6010488
60, 1.867059
58, 54.06758
58, 2.411352
57, 30.72558
55, 54.75311
55, 42.61989
54, 51.48083
52, 23.16644
51, 39.01773
51, 2.236779
49, 37.82344
48, 5.25233
46, 76.01286
45, 54.19682
45, 30.67084
44, 0.9138213
42, 57.4426
40, 21.42167
39, 22.48938
38, 30.95992
37, 30.6757
36, 30.59629
34, 46.03345
32, 71.14677
31, 90.68182
30, 2.924104
30, 30.68006
28, 84.35693
28, 30.70254
26, 23.38557
25, 36.98682
24, 78.53775
23, 94.10294
22, 17.07256
21, 45.73822
21, 30.67185
20, 30.698
19, 1.242019
18, 1.04763
16, 34.19482
16, 39.08708
15, 30.67237
14, 30.67004
13, 30.67771
11, 72.94287
10, 69.66718
9, 12.8237
8, 94.76725
8, 30.68769
7, 30.79803
6, 30.6969
5, 30.69114
4, 30.77206
3, 30.97779
1, 90.84274
1, 1.210858
0, 9.808528
/n
